,A,B,compare
90057,-526591604,1479061153,1
90058,-1273607594,428134839,1
90059,-424538346,-1168407059,0
90060,-1945798153,-744612445,1
90061,-600684129,1279882476,1
90062,1237794,-1128678868,0
90063,-244155596,1206003663,1
90064,652226575,1365557270,1
90065,-207102930,768227214,1
90066,519151962,-694093058,0
90067,-1352316911,-1971069680,0
90068,-614579657,1242253708,1
90069,-1526604970,-304615057,1
90070,-290513899,2014437073,1
90071,1943163632,-971914015,0
90072,-1937441019,1712046526,1
90073,657034243,-1773118990,0
90074,1929802706,1189517880,0
90075,1704816184,1785195922,1
90076,-393884022,-1329192624,0
90077,-557394257,211799459,1
90078,-1905394841,-2099589129,0
90079,-1032451053,-56901957,1
90080,-1126297909,657886305,1
90081,509051960,-1572593326,0
90082,-35220273,1847766942,1
90083,-1156671016,-544307639,1
90084,-1914367863,619248433,1
90085,-1817694846,1850924990,1
90086,-835490480,1913274792,1
90087,-322647430,-41139850,1
90088,1115445998,-1085265039,0
90089,982067465,1940318704,1
90090,-1717188492,1384358847,1
90091,-861512685,-299803376,1
90092,-1044078199,-690080615,1
90093,-794736111,-1316507919,0
90094,612947199,1700076910,1
90095,1641144694,-1970996726,0
90096,-987267021,1119500692,1
90097,-2001351466,1359095723,1
90098,-1310701734,-634333541,1
90099,-1893141756,1537335990,1
90100,-449437402,194045703,1
90101,-739111697,327252358,1
90102,-1749611792,715046970,1
90103,-1133568497,-1192094352,0
90104,-1421594204,1993870961,1
90105,-766682103,-575020085,1
90106,113068215,-1868786697,0
90107,-521962240,480423527,1
90108,-1950524187,-1502614646,1
90109,232441564,147984466,0
90110,-196289820,372065926,1
90111,1490526135,-305578131,0
90112,1547246591,778896212,0
90113,2043848628,1674958217,0
90114,648837968,595404234,0
90115,179227320,-1225676914,0
90116,1873205836,1020481135,0
90117,33973610,707394039,1
90118,517419947,-2111502157,0
90119,702225264,-1971002854,0
90120,1229715341,-474139724,0
90121,145637723,-155981851,0
90122,-1768071810,214839464,1
90123,1049515858,-540990018,0
90124,-353913615,-1603995539,0
90125,-2141856553,-444546963,1
90126,-337922385,1554076081,1
90127,-1611447434,84547000,1
90128,1694007468,-135445870,0
90129,-1966521772,-307825665,1
90130,-399043246,-758461535,0
90131,-649320122,-111351433,1
90132,328173110,666066012,1
90133,-846970837,-1268549765,0
90134,424606656,-1836957788,0
90135,1700110965,1046230970,0
90136,-557153576,419918610,1
90137,-1606838798,-1676786816,0
90138,353956529,348493658,0
90139,-523199748,-1525681281,0
90140,734677572,1424791585,1
90141,96081257,-946694585,0
90142,329062460,-946667955,0
90143,-936164993,-784137522,1
90144,-715310459,1362668242,1
90145,-1407572384,1327525457,1
90146,-2065788009,339056944,1
90147,1026115473,-1119937236,0
90148,-752974178,-1961556913,0
90149,-1490546362,668993401,1
90150,-1891119929,-917041927,1
90151,-1943709025,-371843782,1
90152,-624851850,234924712,1
90153,287105581,1099875079,1
90154,14836955,352984650,1
90155,1454398830,-665658144,0
90156,849728872,1514111197,1
90157,2028845364,-1124373890,0
90158,-1727607718,-1732064794,0
90159,1717458021,1977579689,1
90160,971361637,206148940,0
90161,-1898352271,408346296,1
90162,2054151710,1349390682,0
90163,1445241429,-119021554,0
90164,-2116051441,-286158203,1
90165,1372673844,1525677690,1
90166,-79456206,-225705832,0
90167,198641041,-1464348197,0
90168,-1150218994,-410115601,1
90169,-1744342949,148146316,1
90170,657370589,-561165194,0
90171,-1780698216,-201696845,1
90172,-1286962271,-1440992226,0
90173,1474179000,1156096318,0
90174,-363019310,-252496870,1
90175,477975182,1336887073,1
90176,-1879641801,-81973798,1
90177,409665472,909005635,1
90178,1456691815,332036260,0
90179,-2121582190,-200587701,1
90180,-1854525128,-968542343,1
90181,2005045767,-1269271718,0
90182,102307832,-1849576053,0
90183,-269982835,278804555,1
90184,-554849383,1057377296,1
90185,-828810606,1884512067,1
90186,1188200332,-1625681386,0
90187,590426458,-349230769,0
90188,1116472371,46132536,0
90189,576795607,-853700388,0
90190,-792996544,2133969771,1
90191,-980338832,1671362443,1
90192,-1075018327,-1266738145,0
90193,-1625735648,755155639,1
90194,-1266744392,1810448380,1
90195,1828687960,298216469,0
90196,-1939364918,1460306377,1
90197,848776212,-1909704574,0
90198,-1559622869,-1917649373,0
90199,1688768119,354000686,0
90200,1533850638,-317318616,0
90201,1440114233,-219681135,0
90202,-569571359,1287316987,1
90203,-1742543872,-1295555408,1
90204,-755644581,1846431789,1
90205,-1431875492,571684095,1
90206,1528215435,1216448377,0
90207,-1235360405,772032160,1
90208,-1416104984,-1705513686,0
90209,11722994,-1483278342,0
90210,315997231,-918884259,0
90211,-609698120,1324560167,1
90212,444771304,1365229220,1
90213,-417306735,-970821900,0
90214,1604177250,341607646,0
90215,1807075573,436233302,0
90216,404193278,760158046,1
90217,1997310254,-114285376,0
90218,1685784631,-1414128073,0
90219,-677188451,2033661171,1
90220,-1413758495,1545622904,1
90221,-1493660761,-1155929856,1
90222,-66045008,415093683,1
90223,-1752089350,1648147798,1
90224,365809645,424176233,1
90225,-300187843,-1937156837,0
90226,-1526891107,2002693626,1
90227,1851275693,1356690230,0
90228,1619537314,-1169495902,0
90229,429365561,125795473,0
90230,1597905066,-1746907138,0
90231,1680764377,950555875,0
90232,-817125689,-222472199,1
90233,-1091924758,29114848,1
90234,833252263,-1084140697,0
90235,-33469868,905667263,1
90236,-114433460,1067508159,1
90237,-1236672024,-418278550,1
90238,-1830550354,-865361833,1
90239,-1249006460,-968874007,1
90240,-457632559,-179983738,1
90241,285814246,-760805361,0
90242,1353883181,72756503,0
90243,576774283,-1501378935,0
90244,1988409211,-1887471980,0
90245,-468970077,-2004320300,0
90246,-688573161,544151497,1
90247,-1331475582,-1451898020,0
90248,1703845566,-187413626,0
90249,-478576586,1541905905,1
90250,1699097222,1494553323,0
90251,1341437103,1083911159,0
90252,1404377403,-1118200562,0
90253,24404944,1489698127,1
90254,399758639,-651405795,0
90255,-560825932,806441349,1
90256,-1738789587,-286793267,1
90257,1980814332,-296924550,0
90258,-521128504,-2094656058,0
90259,1157899305,-2081627276,0
90260,-1250737072,61497342,1
90261,1648381983,532547161,0
90262,663710902,-882537885,0
90263,374805697,-149224620,0
90264,2087985674,531344802,0
90265,1484696466,-340992026,0
90266,2058429683,1925061119,0
90267,-1488213179,-212986464,1
90268,-530180718,797390404,1
90269,1030110335,729276241,0
90270,-353562376,-1996647178,0
90271,-109936566,533835353,1
90272,-730768305,1376133726,1
90273,-1536451787,314163316,1
90274,236395409,-1883485369,0
90275,-1399907721,882151491,1
90276,1730094032,-1303681171,0
90277,-622787767,2100112322,1
90278,-669980131,629523703,1
90279,888178260,1455806079,1
90280,1453203358,2056800640,1
90281,-1999490955,631371948,1
90282,-524162444,-402600082,1
90283,540933783,783267320,1
90284,-571351811,869512425,1
90285,309427363,1195717199,1
90286,1617309265,-1341272554,0
90287,-1832651845,-314271579,1
90288,-461123618,14302151,1
90289,-2113977700,-1626906512,1
90290,-858045498,-1155122274,0
90291,-1048531326,1852084912,1
90292,-277809423,78304496,1
90293,1802598283,-1953868507,0
90294,-654879901,-470381610,1
90295,2043203742,1670378524,0
90296,-150222847,1114199101,1
90297,1399724460,1573992176,1
90298,-1870517972,542517880,1
90299,-2077821357,-1095450232,1
90300,-1697036411,608909415,1
90301,-2093301692,-1984526340,1
90302,112784772,1241182000,1
90303,430908652,-277645990,0
90304,1028614304,-936026640,0
90305,425511384,-989602907,0
90306,-1902373441,1833083056,1
90307,-2012146164,2105313074,1
90308,38023110,-246776969,0
90309,-2012616320,-223629166,1
90310,-1958986251,1033904193,1
90311,974747378,-1440685856,0
90312,-1728679825,-1254510272,1
90313,-640098996,-795378097,0
90314,1144296176,-1214388674,0
90315,-2086427221,354301290,1
90316,-2068269360,1432595993,1
90317,1060469978,-1977762792,0
90318,1534195544,-1196992354,0
90319,2114122999,-1836659841,0
90320,1143304400,-732966393,0
90321,-1314369402,1671109719,1
90322,-2140595264,1938097536,1
90323,1925524277,174158978,0
90324,-314267814,-1170403877,0
90325,1622710318,-699773653,0
90326,-55857459,-803491871,0
90327,31533355,-610082683,0
90328,1453214854,1704786409,1
90329,1351047250,-1237313512,0
90330,-1912988851,487734666,1
90331,-201290373,-762124700,0
90332,-1454058796,1187845883,1
90333,428354324,-1510244575,0
90334,-1394198827,-1683829591,0
90335,588656615,2061234633,1
90336,665099491,-1207199562,0
90337,-2130711124,199658398,1
90338,-267922923,1143607038,1
90339,870126321,-650613416,0
90340,-2079530769,1360936923,1
90341,985944495,755290577,0
90342,-512861815,1458942279,1
90343,22699147,-1752204722,0
90344,-480686574,1959541454,1
90345,928083943,-546707406,0
90346,-1393502895,-1725342760,0
90347,1636692023,1965372001,1
90348,904145070,914712549,1
90349,-572830417,1341676946,1
90350,-1893160232,-1645813665,1
90351,212730645,-742434393,0
90352,1212748345,-1451532217,0
90353,1808482191,-279416960,0
90354,-1237672858,851561596,1
90355,713104042,-432623006,0
90356,1392228363,2068403478,1
90357,-1302288887,-1199102892,1
90358,407668898,-1096466086,0
90359,-321320390,1066267597,1
90360,1165628250,2029723720,1
90361,619141227,-1275382,0
90362,1496210263,-1905155087,0
90363,-217283009,-260371665,0
90364,1868264265,-579596768,0
90365,843978464,2009527254,1
90366,1572797315,6714787,0
90367,-713726865,8074704,1
90368,-1595669279,129480507,1
90369,-1672142076,-37530643,1
90370,-1154463403,355461652,1
90371,1877550088,1781316887,0
90372,-428192015,-229791785,1
90373,-1575411334,-945573126,1
90374,333897470,1650734996,1
90375,-1858763960,-1364103454,1
90376,-809260791,-440368971,1
90377,-1304092438,1436572202,1
90378,-298275538,-932892197,0
90379,1606690407,2052091888,1
90380,1693842397,1690213712,0
90381,-196617452,3005392,1
90382,644490227,338984115,0
90383,1718881140,1994492926,1
90384,-2053211484,-1906378765,1
90385,866910241,349758124,0
90386,-267365128,2071516222,1
90387,-1922111817,-2142977418,0
90388,-1573607369,2017556458,1
90389,-2062598386,-399332937,1
90390,-1126154814,141287531,1
90391,-633978298,-1888509083,0
90392,-1565713441,-308597651,1
90393,-1757835195,1212263455,1
90394,1051979832,644243337,0
90395,-1694546717,285389399,1
90396,823117215,-350018627,0
90397,-1963838500,-345858661,1
90398,1543434065,-2117590955,0
90399,273242422,117523936,0
90400,-2081441383,-1334858365,1
90401,744189226,-2010254847,0
90402,-1284915388,-1809211579,0
90403,-1074280134,-1788370666,0
90404,-557023485,1951546246,1
90405,23906871,-1008572354,0
90406,2120866168,1559190342,0
90407,1182437931,-1486417257,0
90408,-1806721908,227187844,1
90409,-1164807482,1320231230,1
90410,-350466987,-1862159213,0
90411,1377833874,1413342457,1
90412,1982831593,-535802241,0
90413,410483037,1168167547,1
90414,458083104,1899132586,1
90415,-1107147537,-1562593226,0
90416,-1891155023,-42321740,1
90417,-1627852134,-1671988643,0
90418,-142766099,-1186023586,0
90419,-1877163728,-37352995,1
90420,-1069092844,-937615122,1
90421,-2030973531,-132493903,1
90422,1199574885,1876549606,1
90423,-1673329505,1129262599,1
90424,-312353300,1715283303,1
90425,-442703547,-673370315,0
90426,1492417378,-1833789652,0
90427,1209305855,-1729449232,0
90428,896844879,-1075411081,0
90429,537913087,2036075664,1
90430,574594935,-247349359,0
90431,214275452,1748874498,1
90432,-661363771,545382127,1
90433,-255742464,-264817994,0
90434,413643330,-1724069330,0
90435,1090792159,-277886396,0
90436,970931355,903195778,0
90437,2137172963,-405078022,0
90438,1573882019,-1731411926,0
90439,59570722,565607532,1
90440,-1177831129,1818413018,1
90441,1292423534,-1687416105,0
90442,1756231066,374136132,0
90443,961799841,-43006755,0
90444,255538209,88195099,0
90445,309568974,453918340,1
90446,-923705104,1285635194,1
90447,212610134,-542324295,0
90448,-322909237,1564451422,1
90449,-1055715097,553768426,1
90450,1219761166,-1443769479,0
90451,-1229111457,-766872546,1
90452,-1879821625,-371702591,1
90453,1324170747,312491424,0
90454,1063310335,386828548,0
90455,1843572102,1855630278,1
90456,964597274,-1365045891,0
90457,-1219852845,-1949557950,0
90458,467012429,-1859778127,0
90459,1424790909,1897525563,1
90460,2145848212,1048514390,0
90461,1725871643,-566266083,0
90462,-740691758,1298684172,1
90463,731095226,-1433981408,0
90464,289098671,714801684,1
90465,-1723828679,585125179,1
90466,-2097178273,1051686910,1
90467,1047813435,1599960569,1
90468,273207953,1855206869,1
90469,1149925206,828020260,0
90470,-1271165576,82016506,1
90471,1772412914,-1911748669,0
90472,1006540598,1670402951,1
90473,-1379021545,-1205280414,1
90474,-604126893,-2035963099,0
90475,-794433279,-1158155679,0
90476,-730767001,404386506,1
90477,-1373907531,2029695322,1
90478,1011502512,583729439,0
90479,1400268481,894280097,0
90480,754423891,1790884690,1
90481,-2022380023,-379451394,1
90482,1969250342,-39855900,0
90483,832898563,682966617,0
90484,1060039664,1200719197,1
90485,-407599891,-1282420155,0
90486,-1468785135,-240476905,1
90487,-1346465835,-1964173536,0
90488,-1596998674,-712739593,1
90489,-1242487572,1035549635,1
90490,255297139,-993569064,0
90491,1126416585,-183217867,0
90492,1670599423,1696461487,1
90493,-770413846,-1308220064,0
90494,-899066937,-1007029255,0
90495,-956276299,1779667926,1
90496,-159365164,-1579648419,0
90497,1817373169,-1471581666,0
90498,-59929190,-335209636,0
90499,-10828846,1068129587,1
90500,-1225589097,2056240800,1
90501,2122538472,302309036,0
90502,1488585414,-2037335958,0
90503,-926276405,1079233754,1
90504,1373004089,-1665730835,0
90505,-1275939421,2080429980,1
90506,-2128686670,263293770,1
90507,135909031,-235118761,0
90508,-1903010449,-1083237365,1
90509,-2020873521,1040474980,1
90510,-395006948,-1580502777,0
90511,-297571158,-1896475126,0
90512,894372688,603239383,0
90513,1710838661,38688762,0
90514,1944874464,-2055867547,0
90515,-411487229,-1858120546,0
90516,-1953533840,2034642039,1
90517,1995357794,1511052181,0
90518,-119289157,-2021758317,0
90519,642866414,2095857181,1
90520,-954262973,-1702284873,0
90521,1357882189,-85638182,0
90522,-1582746905,703788194,1
90523,491402781,860020161,1
90524,-340460293,-1365598091,0
90525,658950007,-76223180,0
90526,2111579532,-1021657603,0
90527,1541948514,1391741169,0
90528,682277912,-1510046657,0
90529,1468317879,-93990930,0
90530,258762453,94019345,0
90531,578902988,394214301,0
90532,-386192492,-1719383382,0
90533,164297597,-1623782019,0
90534,889077472,-1605535982,0
90535,-1775534438,-1190098822,1
90536,170495791,-395677480,0
90537,-876942898,1728839068,1
90538,-2046931304,1596407865,1
90539,-1703703514,1069654520,1
90540,-1023434101,1200884687,1
90541,290100687,-76119029,0
90542,2059951510,1782152204,0
90543,-553984710,2045480017,1
90544,-21431070,1558824667,1
90545,-1124420891,871708007,1
90546,1561282380,493795028,0
90547,909637826,-513591039,0
90548,1358091632,-799175380,0
90549,-1873617103,-2112968082,0
90550,-495686956,172445774,1
90551,-40182577,45000451,1
90552,37570778,1735419149,1
90553,1530529346,-534236457,0
90554,1148179800,898677329,0
90555,1227330548,-338491811,0
90556,70747555,187354139,1
90557,428473197,1976670609,1
90558,-1360996129,-1660802832,0
90559,-256102385,-353310104,0
90560,-1232935173,1515813251,1
90561,1588389174,-874300927,0
90562,138854324,2075413907,1
90563,606971681,330273269,0
90564,-96366576,122756213,1
90565,331947848,31682298,0
90566,1998482052,-273670337,0
90567,-846793070,704154475,1
90568,1290502899,233253859,0
90569,1503719197,-442828433,0
90570,-1707733495,-1152125683,1
90571,1414176320,260007479,0
90572,-1717933919,-1998060279,0
90573,-1572741073,-110344748,1
90574,1193362288,207276873,0
90575,9390887,179365014,1
90576,-1370249988,1386691656,1
90577,738530439,494153722,0
90578,-1680178859,-2147371028,0
90579,845402727,-989377941,0
90580,576419951,970875413,1
90581,-260497870,1247413359,1
90582,-1018824535,-978507531,1
90583,1147153399,-1215361501,0
90584,91121018,2088218559,1
90585,1160376593,-1898389190,0
90586,-699456105,-761476270,0
90587,-873378582,1506819856,1
90588,-1183531669,-1306703498,0
90589,-1974438721,-784588050,1
90590,165997780,328280921,1
90591,48663561,1176156936,1
90592,1832405482,-507605695,0
90593,1711395531,1346306870,0
90594,-1070008494,-1269345859,0
90595,959128845,1822895392,1
90596,129980472,107122720,0
90597,948162070,2042293220,1
90598,-1575269187,486138309,1
90599,-1127794447,-2059380648,0
90600,213999475,-942930198,0
90601,60363971,-2123691382,0
90602,-218421221,23025300,1
90603,-1177369090,-2113885645,0
90604,946715240,-1488207742,0
90605,266411799,-1694350959,0
90606,-1520667316,-1994311916,0
90607,1226495597,1165809302,0
90608,-977086350,293433557,1
90609,1284673080,66216005,0
90610,259179770,-1155903996,0
90611,1959270926,254941417,0
90612,2070094518,109094177,0
90613,1244388580,1054626184,0
90614,516519872,201873679,0
90615,969189350,-385959450,0
90616,1077839978,-585306402,0
90617,-1759744936,180545250,1
90618,1018462,-1796989284,0
90619,505612001,-1237588917,0
90620,1694325158,-961545441,0
90621,-1881617042,1946916239,1
90622,-469601688,-1741586578,0
90623,2014458265,1384461623,0
90624,42083002,-2034307790,0
90625,2043594829,-674282294,0
90626,-1522037903,2042085663,1
90627,210341669,439958085,1
90628,-1019366041,1983570647,1
90629,850289094,-976401300,0
90630,1390198004,-745626049,0
90631,-276829561,710634902,1
90632,1278537050,-203513857,0
90633,-856746495,-240500052,1
90634,-1371520486,22236164,1
90635,-2015106697,33585930,1
90636,480794037,-126851489,0
90637,1295709826,-1889946923,0
90638,-592710217,140328070,1
90639,-1819287894,1066465617,1
90640,739461711,41840091,0
90641,1084602959,2082923515,1
90642,-1407074311,-1730225911,0
90643,-1803629800,-1892554695,0
90644,783497832,2092381837,1
90645,-355822083,-1381899721,0
90646,2002445922,1691547524,0
90647,-103528301,-2094749353,0
90648,582368984,-1123196318,0
90649,1559814607,-1790350154,0
90650,41749889,275088999,1
90651,-356291253,908877081,1
90652,-488976378,-173988106,1
90653,1774573781,-811910292,0
90654,1902159933,631249949,0
90655,844496500,1908384639,1
90656,445661820,-1158498414,0
90657,-195735808,-1079689596,0
90658,-1535552283,1211731500,1
90659,1409287949,-163292789,0
90660,-57957512,-1358908876,0
90661,721978530,1890191907,1
90662,688030525,1267479974,1
90663,-1421557385,931633001,1
90664,-550341796,880188465,1
90665,592517061,-1940138910,0
90666,867682149,-703688962,0
90667,-1310063679,-225846243,1
90668,-1057285372,-1105229081,0
90669,-1412069057,670414310,1
90670,-2014230345,-1448870183,1
90671,-1994675779,900173709,1
90672,-180209304,1813945492,1
90673,-771670691,1088907469,1
90674,1302220055,-731160152,0
90675,-861325406,1922704666,1
90676,846108405,-130965037,0
90677,804878057,401388225,0
90678,152285014,-587429449,0
90679,-1818092644,1543172154,1
90680,1345419275,2086613732,1
90681,-1284914218,462570839,1
90682,1252769620,-959958121,0
90683,-607144500,-2111095205,0
90684,1291203339,299344319,0
90685,-1657197851,-1444727227,1
90686,-611732403,-407008653,1
90687,-1510837513,-1562700450,0
90688,1561623769,520435082,0
90689,-846763834,1862159898,1
90690,160215476,779313083,1
90691,821629155,-2146215135,0
90692,-551381887,-1647498322,0
90693,1460782300,546245304,0
90694,-1630351049,-904769200,1
90695,-466003480,-2062207136,0
90696,972150132,-1441293798,0
90697,1098845785,-25352104,0
90698,-121917645,827837770,1
90699,-1622581652,-803184680,1
90700,40413657,15247575,0
90701,1818171652,2088956717,1
90702,-564442128,1903629833,1
90703,322725276,-125765654,0
90704,1761282941,2096893516,1
90705,-1481406634,20258442,1
90706,60408441,-644608689,0
90707,1004701716,-417795462,0
90708,1626061351,352333088,0
90709,-725734485,1138282379,1
90710,402598988,1962509071,1
90711,-193536044,-1510523352,0
90712,703087317,171189702,0
90713,1886153515,1134573687,0
90714,517708367,252643592,0
90715,290320751,-1860377082,0
90716,1395879371,966276816,0
90717,-635416876,-1344877331,0
90718,-218496801,-648720791,0
90719,1563380729,-821617395,0
90720,-872227289,-1625650005,0
90721,505221996,1182230777,1
90722,-891191857,-430874736,1
90723,1151736887,-711394199,0
90724,-795049676,971873184,1
90725,932193075,1887104089,1
90726,-1697987484,1541977663,1
90727,-1105891925,-567045337,1
90728,-367994481,1329518776,1
90729,-675516969,848067120,1
90730,-97334561,-1851515502,0
90731,-1870731815,-1745221096,1
90732,801469211,1176589755,1
90733,-1659694827,-1609465572,1
90734,-875874322,1978956651,1
90735,-1339632342,1572469123,1
90736,-1013080272,-1684196862,0
90737,1426334318,-428767867,0
90738,-2090524689,756553886,1
90739,1527491231,-199171664,0
90740,1118764965,-50491961,0
90741,1529821472,1459883455,0
90742,-303399541,323070256,1
90743,472553035,330007103,0
90744,1322717344,-1164660961,0
90745,-405164623,130032560,1
90746,-500208854,-1922066454,0
90747,413148158,1684989203,1
90748,130339901,906340334,1
90749,1971962047,1901717336,0
90750,-25387961,-1254769422,0
90751,-768817289,-1481468224,0
90752,1397667776,1882266899,1
90753,-655594460,-1015060381,0
90754,-1830924965,1529201130,1
90755,1480719312,-880120869,0
90756,1902866297,1564597190,0
90757,2103629602,-1039386457,0
90758,-499837460,-192497548,1
90759,-709844128,-276824322,1
90760,2060625008,1302498407,0
90761,123210714,400641724,1
90762,1190183504,-213837876,0
90763,-929234993,632621812,1
90764,1913399419,1004541722,0
90765,-255213795,1030560998,1
90766,-1187087265,1273849398,1
90767,-808653491,-173463493,1
90768,1816174520,1151576218,0
90769,1404996884,1760659092,1
90770,-1410468612,932547451,1
90771,-531484570,-405274608,1
90772,-673453058,2048414272,1
90773,-1394963414,247658097,1
90774,-807727258,-167772660,1
90775,1131051187,1177630970,1
90776,-1383869177,-159560253,1
90777,251666253,-656059770,0
90778,1921427729,2450085,0
90779,-2033910809,-2140539965,0
90780,107343947,1973771056,1
90781,1181356271,1513723160,1
90782,-898924885,1578317040,1
90783,270783874,871131999,1
90784,-84732000,579177428,1
90785,-1149109099,2078887172,1
90786,399671416,811997076,1
90787,-1731125868,-159708604,1
90788,-94087383,333362108,1
90789,875521903,1464526447,1
90790,1372566718,314759878,0
90791,1179934058,-25390507,0
90792,1256279445,-13683204,0
90793,-1063720501,-643035222,1
90794,1653022589,-1375386880,0
90795,-906427802,-451163327,1
90796,-1783825496,-1059622729,1
90797,-152743551,1416217538,1
90798,-1601992338,1879221508,1
90799,644521488,-948673725,0
90800,-2121804979,-674295354,1
90801,-934995496,-913581218,1
90802,-1662694608,686627043,1
90803,965777606,-616495642,0
90804,1263108212,-238656320,0
90805,-1582861528,307950494,1
90806,-1096636680,1959356803,1
90807,1328413286,24018631,0
90808,-1244422644,-583011670,1
90809,-2122584309,-354025246,1
90810,1356842313,-1377965606,0
90811,139293865,-884193153,0
90812,313835886,41165286,0
90813,-878312077,-1850976418,0
90814,-1985210241,-1468281308,1
90815,2139657532,1906439891,0
90816,-484163570,-693885805,0
90817,-380108206,1801201835,1
90818,639904310,706321286,1
90819,-1840655176,-795490932,1
90820,-469215585,-399636016,1
90821,-660333009,-680640497,0
90822,945225361,11073056,0
90823,2062631508,-581994143,0
90824,129817876,1000046647,1
90825,787761418,-1229905117,0
90826,1132192494,1330428791,1
90827,-738287345,1751865764,1
90828,1650746642,212208902,0
90829,309426997,705039557,1
90830,277512389,172198730,0
90831,-252512406,-647975150,0
90832,453986142,743725699,1
90833,-697430500,1461191769,1
90834,-124750109,1377916648,1
90835,1982345105,1230473482,0
90836,1193871622,-751521318,0
90837,528326795,-1917231744,0
90838,544451640,677018189,1
90839,-1944748991,1499284144,1
90840,1665153703,646029363,0
90841,1585800723,213483147,0
90842,575504334,-469655830,0
90843,475257545,-86632508,0
90844,565267280,-1371782524,0
90845,-1557340957,-905682534,1
90846,2105656280,1174718848,0
90847,-588103672,-1396794567,0
90848,-646019166,-35835962,1
90849,-869222121,1100823615,1
90850,-284713204,2122051590,1
90851,69516243,-1550916155,0
90852,-1298829999,943184554,1
90853,1974855880,-911717352,0
90854,1329500175,-1398209520,0
90855,662254628,-1646373281,0
90856,1717048681,341266650,0
90857,-966164630,346659571,1
90858,-661176716,2092866908,1
90859,-1311123145,-293236300,1
90860,-1477622870,-979020432,1
90861,583539263,-802315359,0
90862,1763370012,1437612529,0
90863,-497627362,-6729161,1
90864,-371955914,-850445626,0
90865,-1972070198,-385450071,1
90866,1000595200,492093019,0
90867,1843980886,-1237798656,0
90868,-2127325289,-38140821,1
90869,-38122429,734642159,1
90870,788964519,-64617079,0
90871,-319150768,1046119114,1
90872,483351862,-1469215206,0
90873,-1842083558,-197914188,1
90874,-1803229298,-1122593901,1
90875,-1636738366,-120162823,1
90876,-524870295,1103440470,1
90877,-715172786,441602585,1
90878,-1127632518,1892850715,1
90879,1777389441,-648942160,0
90880,1394885563,344821659,0
90881,-842252971,-320147756,1
90882,254349088,1097350605,1
90883,-1150255253,-153732207,1
90884,-446301874,-553551133,0
90885,-1846887827,-125700009,1
90886,-1765868525,945554660,1
90887,267471655,1337682484,1
90888,-1757382250,-1670515874,1
90889,-672765239,-1664527750,0
90890,52714991,259570584,1
90891,1700776415,131852958,0
90892,1548469287,1929997365,1
90893,-1095810871,1861833758,1
90894,1893881809,-1867556537,0
90895,1281277369,1453210406,1
90896,2007317839,-1837441891,0
90897,-743638692,-146660122,1
90898,280906141,145897832,0
90899,-222539837,-1127568914,0
90900,1101353048,-1706872573,0
90901,684932531,-1730618307,0
90902,138741065,1514526490,1
90903,1847854288,-1578257251,0
90904,1601467428,-1769427812,0
90905,845525241,942556280,1
90906,-846121624,388768383,1
90907,1847390805,-1755817619,0
90908,-1076038806,1538718817,1
90909,-1404066989,-1878813765,0
90910,-560535717,-49251764,1
90911,-808205359,121839840,1
90912,-1491192552,579531772,1
90913,-1102272986,-1106946719,0
90914,759973497,370747851,0
90915,-1334489727,1876879401,1
90916,1605689054,659559532,0
90917,-827651156,1045938785,1
90918,-260210095,1674570792,1
90919,-611741477,-1733476351,0
90920,843205048,1381711638,1
90921,880314600,402180690,0
90922,-1136679242,735841824,1
90923,-67594484,1621370692,1
90924,1514655613,-526737546,0
90925,-107890812,-1539935444,0
90926,-99646489,75941634,1
90927,-681785125,1374566449,1
90928,-967504661,1690004545,1
90929,1890179364,2125565774,1
90930,-485383021,-460008974,1
90931,719374774,-1736118557,0
90932,1323288943,1923409592,1
90933,-1669396820,1217841792,1
90934,-171384707,-1943886221,0
90935,-987884618,-953914824,1
90936,1439920783,617957489,0
90937,-695963535,-1781975068,0
90938,947181877,193913262,0
90939,-1635459014,1993396296,1
90940,-1296147439,694421518,1
90941,-534956523,-1248919310,0
90942,-1600477741,167799632,1
90943,-355704926,1855689038,1
90944,-830954899,-724318361,1
90945,-142009151,-1714186599,0
90946,844963732,-1025793363,0
90947,1348364317,-724725396,0
90948,-782965413,-872092616,0
90949,-5986068,-625581740,0
90950,-1015298315,-955987115,1
90951,-338221295,-626668153,0
90952,-209437265,-2053027463,0
90953,334626044,1849519999,1
90954,1517730788,-430521447,0
90955,-184710475,-1619792440,0
90956,228720561,-1594748496,0
90957,1519279602,-1266316022,0
90958,1137113693,-1610743411,0
90959,1821109806,367677172,0
90960,1919267794,-1029509512,0
90961,1990204117,953635140,0
90962,-989551417,1254097160,1
90963,1568380241,-96657156,0
90964,2077274254,1685850444,0
90965,-84082312,631746445,1
90966,445280273,-1845505665,0
90967,1599026514,1777015117,1
90968,1037924588,-1368534150,0
90969,1376613899,1476940511,1
90970,334532079,522587217,1
90971,1809966196,-945083834,0
90972,-1346246573,-466986433,1
90973,130205003,-605957591,0
90974,1848670933,-727864086,0
90975,-145080368,1581896055,1
90976,220497304,257867152,1
90977,1532843301,1356483296,0
90978,282287607,-1209263550,0
90979,-927100845,1088375325,1
90980,439049055,999073879,1
90981,1918457438,2003522902,1
90982,625477109,1426277147,1
90983,760946420,-1948338108,0
90984,-1593056547,-1121387077,1
90985,-98427521,-810805114,0
90986,1353657695,364653091,0
